"LURN_SAK","INCIDENT_DATE","STAT","STAT_DESC","STREET","CITY","ZIP","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
18580734,"2018-05-16 12:37:51","011","CRIMINAL HOMICIDE: Murder","1700 LAS VIRGENES CANYON RD","CALABASAS","91302","018-02898-1030","1030","02898","CA0190022","MALIBU/LOST HILLS","N"
18587978,"2018-05-23 13:50:00","011","CRIMINAL HOMICIDE: Murder","HILLDALE AVE AND SANTA MONICA BLVD","WEST HOLLYWOOD","90069","018-03339-0977","0977","03339","CA0190009","WEST HOLLYWOOD","N"
18591013,"2018-05-25 20:38:46","011","CRIMINAL HOMICIDE: Murder","11900 HERMOSURA ST","NORWALK",,"018-08095-0458","0458","08095","CA0190004","NORWALK","N"
18593237,"2018-05-28 21:30:00","011","CRIMINAL HOMICIDE: Murder","6200 GOODWAY DR","AZUSA","91702","018-02799-0861","0861","02799","CA0190008","SAN DIMAS","N"
18593183,"2018-05-28 21:55:00","011","CRIMINAL HOMICIDE: Murder","12200 207TH ST","LAKEWOOD","90712","018-11989-1328","1328","11989","CA0190013","LAKEWOOD","N"
18598302,"2018-06-02 13:48:00","011","CRIMINAL HOMICIDE: Murder","1000 S FRASER AVE","LOS ANGELES","90022","018-08283-0284","0284","08283","CA0190002","EAST LOS ANGELES","N"
18599047,"2018-06-03 16:02:00","011","CRIMINAL HOMICIDE: Murder","200 E 233RD ST","CARSON","90745","018-05768-1624","1624","05768","CA0190016","CARSON","N"
18599311,"2018-06-04 01:46:00","011","CRIMINAL HOMICIDE: Murder","1200 PECK RD","S EL MONTE","91733","018-06793-0562","0562","06793","CA0190005","TEMPLE","N"
18603377,"2018-06-07 15:08:00","011","CRIMINAL HOMICIDE: Murder","13200 STUDEBAKER RD","NORWALK",,"018-08717-0453","0453","08717","CA0190004","NORWALK","N"
18605334,"2018-06-09 17:30:00","011","CRIMINAL HOMICIDE: Murder","44800 27TH ST E","LANCASTER",,"018-11452-1135","1135","11452","CA0190024","LANCASTER","N"
18605393,"2018-06-09 18:51:00","011","CRIMINAL HOMICIDE: Murder","1200 E ARTESIA BLVD","COMPTON","90221","018-08068-2845","2845","08068","CA0190042","COMPTON","N"
18606770,"2018-06-10 22:08:00","011","CRIMINAL HOMICIDE: Murder","FULLERTON RD AND 60 FWY","CITY OF INDUSTRY",,"018-07698-1418","1418","07698","CA0190014","INDUSTRY","N"
18607359,"2018-06-12 00:37:00","011","CRIMINAL HOMICIDE: Murder","800 N CHESTER AVE","COMPTON",,"018-08188-2824","2824","08188","CA0190042","COMPTON","N"
18581552,"2018-05-15 17:30:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","11300 ATLANTIC AVE","LYNWOOD","90262","018-07230-2114","2114","07230","CA01900V3","CENTURY","N"
18580718,"2018-05-16 12:23:08","025","RAPE BY FORCE, MALE 18 AND OVER","900 W 134TH ST","COMPTON",,"018-06819-2812","2812","06819","CA0190042","COMPTON","N"
18580379,"2018-05-16 12:45:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","11400 LONG BEACH BLVD","LYNWOOD","90262","018-07158-2112","2112","07158","CA01900V3","CENTURY","N"
18581995,"2018-05-17 01:40:00","023","RAPE BY FORCE, FEMALE UNDER 18","2100 BROACH AVE","DUARTE","91010","018-05963-0540","0540","05963","CA0190005","TEMPLE","N"
18586889,"2018-05-18 03:00:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","4200 DEEBOYAR AVE","LAKEWOOD","90712","018-11537-1323","1323","11537","CA0190013","LAKEWOOD","N"
18587058,"2018-05-19 01:45:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","25400 THE OLD RD","STEVENSON RANCH","91381","018-07010-0664","0664","07010","CA0190006","SANTA CLARITA VALLEY","N"
18584987,"2018-05-19 05:28:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","8500 SUNSET BLVD","WEST HOLLYWOOD","90069","018-03264-0987","0987","03264","CA0190009","WEST HOLLYWOOD","N"
18585931,"2018-05-19 20:30:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","14900 HAWTHORNE BLVD","LAWNDALE",,"018-80021-0332","0332","80021","CA0190003","SOUTH LOS ANGELES","N"
18586258,"2018-05-20 02:30:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","6600 S HOLT AVE","LOS ANGELES","90056","018-01266-2764","2764","01266","CA0190065","MARINA DEL REY","N"
18584606,"2018-05-20 03:15:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1300 W 95TH ST","LOS ANGELES",,"018-03916-0371","0371","03916","CA0190003","SOUTH LOS ANGELES","N"
18587986,"2018-05-22 21:30:00","027","RAPE BY FORCE, MALE UNDER 18","800 S LONE HILL AVE","SAN DIMAS","91773","018-02674-0814","0814","02674","CA0190008","SAN DIMAS","N"
18589722,"2018-05-24 00:27:30","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","SANTA MONICA BLVD AND WESTKNOLL DR","WEST HOLLYWOOD",,"018-03364-0972","0972","03364","CA0190009","WEST HOLLYWOOD","N"
18589355,"2018-05-24 01:15:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","LEFFINGWELL RD AND SANTA GERTRUDES AVE","WHITTIER",,"018-08017-0497","0497","08017","CA0190004","NORWALK","N"
18591198,"2018-05-24 16:25:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","15700 WILDER AVE","NORWALK","90650","018-08109-0456","0456","08109","CA0190004","NORWALK","N"
18590032,"2018-05-24 22:00:00","023","RAPE BY FORCE, FEMALE UNDER 18","10500 BURIN AVE","LENNOX","90304","018-04061-0381","0381","04061","CA0190003","SOUTH LOS ANGELES","N"
18591075,"2018-05-25 19:30:00","022","RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","2400 NADEAU ST","LOS ANGELES",,"018-07693-2173","2173","07693","CA01900V3","CENTURY","N"
18591278,"2018-05-26 02:15:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","8900 SANTA MONICA BLVD","WEST HOLLYWOOD","90069","018-03400-0977","0977","03400","CA0190009","WEST HOLLYWOOD","N"
18592214,"2018-05-26 18:00:00","023","RAPE BY FORCE, FEMALE UNDER 18","11800 LAUREL AVE","WHITTIER",,"018-08174-0494","0494","08174","CA0190004","NORWALK","N"
18592582,"2018-05-27 23:00:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","900 PALM AVE","WEST HOLLYWOOD",,"018-03449-0977","0977","03449","CA0190009","WEST HOLLYWOOD","N"
18596317,"2018-05-30 06:00:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","COMPTON BLVD AND SAN VINCENTE ST","COMPTON",,"018-07616-2800","2800","07616","CA0190042","COMPTON","N"
18596082,"2018-05-31 04:15:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","31700 CASTAIC RD","CASTAIC","91384","018-07597-0679","0679","07597","CA0190006","SANTA CLARITA VALLEY","N"
18608579,"2018-06-01 00:29:30","024","ATTEMPT FORCIBLE RAPE, FEMALE UNDER 18","ROSECRANS AVE AND HARRIS AVE","COMPTON",,"018-08249-2825","2825","08249","CA0190042","COMPTON","N"
18598136,"2018-06-02 02:45:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","COMPTON AVE AND S EL SEGUNDO BLVD","COMPTON",,"018-07687-2812","2812","07687","CA0190042","COMPTON","N"
18599289,"2018-06-03 03:00:00","022","RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","2600 EDWARDS AVE","SOUTH EL MONTE","91733","018-06791-0560","0560","06791","CA0190005","TEMPLE","N"
18598946,"2018-06-03 13:00:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","AVENUE F","LANCASTER",,"018-10948-1120","1120","10948","CA0190024","LANCASTER","N"
18602544,"2018-06-04 01:00:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","10TH ST W AND AVENUE I","LANCASTER",,"018-11239-1121","1121","11239","CA0190024","LANCASTER","N"
18603455,"2018-06-06 23:00:00","023","RAPE BY FORCE, FEMALE UNDER 18","8500 GARVEY AVE","ROSEMEAD","91770","018-06977-0533","0533","06977","CA0190005","TEMPLE","N"
18605270,"2018-06-07 10:15:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","8200 ROSECRANS AVE","PARAMOUNT","90723","018-12895-1365","1365","12895","CA0190013","LAKEWOOD","N"
18604452,"2018-06-08 16:25:36","024","ATTEMPT FORCIBLE RAPE, FEMALE UNDER 18",,,,"018-11387-1135","1135","11387","CA0190024","LANCASTER","N"
18606198,"2018-06-10 15:00:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","36600 25TH ST E","PALMDALE",,"018-08503-2603","2603","08503","CA01900W9","PALMDALE","N"
18580501,"2018-05-15 06:17:00","037","ROBBERY, WEAPON: Other","500 BAUCHET ST","LOS ANGELES","90012","018-01061-5120","5120","01061","CA0190026","INMATE RECEPTION CENTR","N"
18579573,"2018-05-15 07:30:00","037","ROBBERY, WEAPON: Other","1000 E EL SEGUNDO BLVD","LOS ANGELES","90059","918-07121-2193","2193","07121","CA01900V3","CENTURY","N"
18580257,"2018-05-15 12:45:00","037","ROBBERY, WEAPON: Other","12800 TOWNE CENTER DR","CERRITOS",,"018-02203-2317","2317","02203","CA01900R7","CERRITOS","N"
18579857,"2018-05-15 13:10:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","12800 TOWNE CENTER DR","CERRITOS","90703","918-02194-2317","2317","02194","CA01900R7","CERRITOS","N"
18580067,"2018-05-15 15:30:00","037","ROBBERY, WEAPON: Other","LONG BEACH BLVD AND CEDAR AVE","LYNWOOD",,"918-07141-2116","2116","07141","CA01900V3","CENTURY","N"
18580022,"2018-05-15 16:30:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","3200 IMPERIAL HWY","LYNWOOD","90262","918-07139-2112","2112","07139","CA01900V3","CENTURY","N"
18580225,"2018-05-15 21:00:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","7200 SANTA MONICA BLVD","WEST HOLLYWOOD","90046","918-03170-0989","0989","03170","CA0190009","WEST HOLLYWOOD","N"
18580294,"2018-05-15 21:20:00","047","ROBBERY, STRONG-ARM: Other","3600 CESAR E CHAVEZ AVE","LOS ANGELES","90022","018-07340-0275","0275","07340","CA0190002","EAST LOS ANGELES","N"
18580340,"2018-05-15 22:42:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","30800 RUSSELL RANCH RD","WESTLAKE VILLAGE","91362","918-02893-2262","2262","02893","CA0190022","MALIBU/LOST HILLS","N"
18580493,"2018-05-16 07:10:00","047","ROBBERY, STRONG-ARM: Other","TMEPLE AVE AND BONITA AVE","WALNUT","91789","918-03097-2912","2912","03097","CA0190020","WALNUT","N"
18589597,"2018-05-16 13:12:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","1500 E FLORENCE AVE","LOS ANGELES","90001","918-07629-2172","2172","07629","CA01900V3","CENTURY","N"
18580915,"2018-05-16 13:30:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","19500 SOLEDAD CANYON RD","CANYON COUNTRY",,"018-06722-0613","0613","06722","CA0190006","SANTA CLARITA VALLEY","N"
18580881,"2018-05-16 14:15:00","047","ROBBERY, STRONG-ARM: Other","43200 SIERRA HWY","LANCASTER",,"918-09555-1124","1124","09555","CA0190024","LANCASTER","N"
18580969,"2018-05-16 14:30:00","044","ROBBERY, STRONG-ARM: Convenience Store, Fast Food, Restaurant","600 S ROWAN AVE","LOS ANGELES","90022","918-07382-0277","0277","07382","CA0190002","EAST LOS ANGELES","N"
18581141,"2018-05-16 17:24:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","`11440 SOUTH ST","CERRITOS","90703","918-02221-2321","2321","02221","CA01900R7","CERRITOS","N"
18581184,"2018-05-16 18:46:00","045","ROBBERY, STRONG-ARM: Residence","27600 ONYX LN","CASTAIC","91384","018-06732-0679","0679","06732","CA0190006","SANTA CLARITA VALLEY","N"
18581296,"2018-05-16 20:40:11","047","ROBBERY, STRONG-ARM: Other","18400 COLIMA RD","ROWLAND HEIGHTS",,"918-03123-2931","2931","03123","CA0190020","WALNUT","N"
18581378,"2018-05-16 22:20:00","038","ROBBERY, WEAPON: Carjacking","16500 COLORADO AVE","PARAMOUNT","90723","918-11080-1368","1368","11080","CA0190013","LAKEWOOD","N"
18581407,"2018-05-16 23:00:00","048","ROBBERY, STRONG-ARM: Carjacking","11900 ORANGE ST","NORWALK",,"918-07655-0454","0454","07655","CA0190004","NORWALK","N"
18581586,"2018-05-17 06:10:00","037","ROBBERY, WEAPON: Other","HOLLY AVE AND MYRRH ST","COMPTON",,"918-06874-2846","2846","06874","CA0190042","COMPTON","N"
18581594,"2018-05-17 06:45:00","047","ROBBERY, STRONG-ARM: Other","700 E ROSECRANS AVE","COMPTON",,"918-06876-2822","2822","06876","CA0190042","COMPTON","N"
18581762,"2018-05-17 10:15:00","047","ROBBERY, STRONG-ARM: Other","1400 E ROSECRANS AVE","COMPTON",,"918-06882-2823","2823","06882","CA0190042","COMPTON","N"
18581970,"2018-05-17 12:21:00","047","ROBBERY, STRONG-ARM: Other","38100 47TH ST E","PALMDALE",,"918-07182-2607","2607","07182","CA01900W9","PALMDALE","N"
18582154,"2018-05-17 15:30:00","037","ROBBERY, WEAPON: Other","11000 CECILIA ST","NORWALK","90650","918-07685-0451","0451","07685","CA0190004","NORWALK","N"
18582175,"2018-05-17 16:10:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","5600 ROSEMEAD BLVD","TEMPLE CITY","91780","918-05965-0522","0522","05965","CA0190005","TEMPLE","N"
18582211,"2018-05-17 16:37:00","037","ROBBERY, WEAPON: Other","11800 WILMINGTON AVE","LOS ANGELES","90059","918-07262-2136","2136","07262","CA01900V3","CENTURY","N"
18582242,"2018-05-17 17:00:00","031","ROBBERY, WEAPON: Highway, Etc.","400 E AVENUE K-6","LANCASTER",,"918-09672-1134","1134","09672","CA0190024","LANCASTER","N"
18582433,"2018-05-17 20:00:00","047","ROBBERY, STRONG-ARM: Other","COMPTON AVE AND FIRESTONE BLVD","LOS ANGELES",,"918-07275-2174","2174","07275","CA01900V3","CENTURY","N"
18582428,"2018-05-17 20:37:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","200 E COMPTON BLVD","COMPTON",,"918-06916-2840","2840","06916","CA0190042","COMPTON","N"
18582439,"2018-05-17 21:00:00","047","ROBBERY, STRONG-ARM: Other","800 E MARIPOSA ST","ALTADENA","91001","018-01419-0773","0773","01419","CA0190007","ALTADENA","N"
18582470,"2018-05-17 21:55:00","031","ROBBERY, WEAPON: Highway, Etc.","700 SWEETZER AVE","WEST HOLLYWOOD","90069","918-03218-0976","0976","03218","CA0190009","WEST HOLLYWOOD","N"
18582544,"2018-05-17 22:45:00","031","ROBBERY, WEAPON: Highway, Etc.","ROWAN ST AND PRINCETON ST","LOS ANGELES",,"918-07461-0277","0277","07461","CA0190002","EAST LOS ANGELES","N"
18582529,"2018-05-17 22:50:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","1100 W AVENUE I","LANCASTER","93534","918-09710-1121","1121","09710","CA0190024","LANCASTER","N"
18582530,"2018-05-17 22:59:00","047","ROBBERY, STRONG-ARM: Other","1500 FIRESTONE BLVD","LOS ANGELES","90001","918-07279-2174","2174","07279","CA01900V3","CENTURY","N"
18582799,"2018-05-18 00:30:00","047","ROBBERY, STRONG-ARM: Other","45TH ST E AND AVENUE S","PALMDALE","93552","918-07231-2608","2608","07231","CA01900W9","PALMDALE","N"
18582649,"2018-05-18 03:25:00","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","14300 BELLFLOWER BLVD","BELLFLOWER","90706","918-11205-1331","1331","11205","CA0190013","LAKEWOOD","N"
18582685,"2018-05-18 03:30:00","031","ROBBERY, WEAPON: Highway, Etc.","1400 E AVENUE J-5","LANCASTER",,"918-09725-1137","1137","09725","CA0190024","LANCASTER","N"
18582684,"2018-05-18 04:21:00","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","6700 SOMERSET BLVD","PARAMOUNT","90723","918-11211-1366","1366","11211","CA0190013","LAKEWOOD","N"
18583339,"2018-05-18 14:00:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","LYONS AVE AND NEWHALL AVE","NEWHALL",,"918-06830-0629","0629","06830","CA0190006","SANTA CLARITA VALLEY","N"
18583800,"2018-05-18 15:45:00","047","ROBBERY, STRONG-ARM: Other","108TH ST AND NORMANDIE AVE","LOS ANGELES","90044","018-03884-0375","0375","03884","CA0190003","SOUTH LOS ANGELES","N"
18583605,"2018-05-18 17:30:00","047","ROBBERY, STRONG-ARM: Other","11800 IMPERIAL HWY","NORWALK","90650","918-07746-0451","0451","07746","CA0190004","NORWALK","N"
18583579,"2018-05-18 19:27:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","9000 SANTA MONICA BLVD","WEST HOLLYWOOD","90069","918-03231-0977","0977","03231","CA0190009","WEST HOLLYWOOD","N"
18583694,"2018-05-18 20:52:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","1100 W AVENUE I","LANCASTER","93534","918-09813-1121","1121","09813","CA0190024","LANCASTER","N"
18582559,"2018-05-18 23:00:00","045","ROBBERY, STRONG-ARM: Residence","9100 1 2 CEDAR ST","BELLFLOWER","90706","918-11192-1335","1335","11192","CA0190013","LAKEWOOD","N"
18583824,"2018-05-19 01:20:00","037","ROBBERY, WEAPON: Other","DIVISION ST AND AVENUE J-11","LANCASTER",,"918-09816-1133","1133","09816","CA0190024","LANCASTER","N"
18584101,"2018-05-19 11:50:00","045","ROBBERY, STRONG-ARM: Residence","3400 S FALCON RIDGE","DIAMOND BAR","91765","918-03192-2925","2925","03192","CA0190020","WALNUT","N"
18584260,"2018-05-19 15:34:00","047","ROBBERY, STRONG-ARM: Other","19300 WELLHAVEN ST","CANYON COUNTRY",,"918-06870-0612","0612","06870","CA0190006","SANTA CLARITA VALLEY","N"
18584243,"2018-05-19 15:50:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","9100 WHITTIER BLVD","PICO RIVERA","90660","918-03520-1514","1514","03520","CA0190015","PICO RIVERA","N"
18584485,"2018-05-19 21:00:00","037","ROBBERY, WEAPON: Other","3600 ROSEMEAD BLVD","ROSEMEAD","91770","918-06064-0536","0536","06064","CA0190005","TEMPLE","N"
18584487,"2018-05-19 23:45:00","037","ROBBERY, WEAPON: Other","95TH ST AND NORMANDIE AVE","LOS ANGELES",,"918-03911-0371","0371","03911","CA0190003","SOUTH LOS ANGELES","N"
18584628,"2018-05-20 07:06:56","038","ROBBERY, WEAPON: Carjacking","2100 N CORLETT AVE","COMPTON",,"018-07030-2810","2810","07030","CA0190042","COMPTON","N"
18584690,"2018-05-20 09:30:00","047","ROBBERY, STRONG-ARM: Other","84TH ST AND HOLMS AVE","LOS ANGELES","90002","918-07387-2175","2175","07387","CA01900V3","CENTURY","N"
18584955,"2018-05-20 16:00:00","047","ROBBERY, STRONG-ARM: Other","9100 BERMUDEZ ST","PICO RIVERA","90660","018-03539-1515","1515","03539","CA0190015","PICO RIVERA","N"
18584947,"2018-05-20 16:20:00","047","ROBBERY, STRONG-ARM: Other","400 169TH ST","CARSON","90746","918-05265-1610","1610","05265","CA0190016","CARSON","N"
18584929,"2018-05-20 16:22:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","200 LAKEWOOD CENTER MALL","LAKEWOOD","90712","918-11400-1329","1329","11400","CA0190013","LAKEWOOD","N"
18584992,"2018-05-20 18:45:00","047","ROBBERY, STRONG-ARM: Other","6100 E OLYMPIC BLVD","LOS ANGELES","90022","918-07599-0287","0287","07599","CA0190002","EAST LOS ANGELES","N"
18585111,"2018-05-20 21:00:00","047","ROBBERY, STRONG-ARM: Other","500 W PALMDALE BLVD","PALMDALE",,"918-07356-2611","2611","07356","CA01900W9","PALMDALE","N"
18585117,"2018-05-20 22:15:00","037","ROBBERY, WEAPON: Other","AVENUE J-8 AND 30TH ST W","LANCASTER",,"018-09951-1127","1127","09951","CA0190024","LANCASTER","N"
18585838,"2018-05-21 13:00:00","037","ROBBERY, WEAPON: Other","GIOVANE ST AND CHICO AVE","S EL MONTE","91733","918-06142-0560","0560","06142","CA0190005","TEMPLE","N"
18585802,"2018-05-21 13:30:00","035","ROBBERY, WEAPON: Residence","3400 ARIOUS WAY","LANCASTER",,"918-10004-1127","1127","10004","CA0190024","LANCASTER","N"
18584858,"2018-05-21 13:33:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","6700 OLYMPIC BLVD","LOS ANGELES","90022","918-07589-0287","0287","07589","CA0190002","EAST LOS ANGELES","N"
18585816,"2018-05-21 14:15:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","43600 20TH ST W","LANCASTER",,"918-10005-1192","1192","10005","CA0190024","LANCASTER","N"
18585933,"2018-05-21 14:30:00","037","ROBBERY, WEAPON: Other","COMPTON BLVD AND SANTA FE AVE","COMPTON",,"918-07075-2826","2826","07075","CA0190042","COMPTON","N"
18586112,"2018-05-21 17:00:00","037","ROBBERY, WEAPON: Other","CHALLENGER WAY AND AVENUE K","LANCASTER",,"918-10026-1133","1133","10026","CA0190024","LANCASTER","N"
18587057,"2018-05-21 18:10:00","037","ROBBERY, WEAPON: Other","IMPERIAL HWY AND ST ANDREWS PL","LOS ANGELES",,"918-03992-0373","0373","03992","CA0190003","SOUTH LOS ANGELES","N"
18586048,"2018-05-21 18:35:36","047","ROBBERY, STRONG-ARM: Other","1400 E CARSON ST","CARSON","90745","918-05313-1620","1620","05313","CA0190016","CARSON","N"
18586132,"2018-05-21 20:15:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","1100 LA BREA AVE","WEST HOLLYWOOD","90038","918-03295-0973","0973","03295","CA0190009","WEST HOLLYWOOD","N"
18586213,"2018-05-21 20:30:00","037","ROBBERY, WEAPON: Other","1100 NOGALES ST","ROWLAND HEIGHTS","91748","918-03238-2931","2931","03238","CA0190020","WALNUT","N"
18586256,"2018-05-22 00:03:11","037","ROBBERY, WEAPON: Other","1200 AILERON AVE","LA PUENTE","91744","918-06751-1440","1440","06751","CA0190014","INDUSTRY","N"
18586372,"2018-05-22 04:45:00","044","ROBBERY, STRONG-ARM: Convenience Store, Fast Food, Restaurant","4500 REDONDO BEACH BLVD","LAWNDALE","90260","018-03979-0334","0334","03979","CA0190003","SOUTH LOS ANGELES","N"
18586441,"2018-05-22 06:00:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","BROADWAY AND COMTPON BLVD","COMPTON",,"918-07094-2871","2871","07094","CA0190042","COMPTON","N"
18586624,"2018-05-22 09:50:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","8800 VALLEY BLVD","ROSEMEAD","91770","918-06181-0530","0530","06181","CA0190005","TEMPLE","N"
18586783,"2018-05-22 12:18:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","1700 S ALAMEDA ST","COMPTON",,"918-07125-2848","2848","07125","CA0190042","COMPTON","N"
18586954,"2018-05-22 15:00:00","038","ROBBERY, WEAPON: Carjacking","BURTON AVE AND LONG BEACH BLVD","LYNWOOD","90262","018-07498-2116","2116","07498","CA01900V3","CENTURY","N"
18587280,"2018-05-22 22:04:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","11500 CARSON ST","LAKEWOOD","90715","918-11580-1327","1327","11580","CA0190013","LAKEWOOD","N"
18589326,"2018-05-22 23:00:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","20TH ST E AND AVENUE S","PALMDALE","93550","918-07576-2608","2608","07576","CA01900W9","PALMDALE","N"
18587432,"2018-05-23 03:25:00","038","ROBBERY, WEAPON: Carjacking","16500 HOLMES PL","CERRITOS",,"918-02308-2319","2319","02308","CA01900R7","CERRITOS","N"
18589224,"2018-05-23 08:30:00","037","ROBBERY, WEAPON: Other","16300 WOODRUFF AVE","BELLFLOWER","90706","918-11686-1337","1337","11686","CA0190013","LAKEWOOD","N"
18587807,"2018-05-23 10:50:00","048","ROBBERY, STRONG-ARM: Carjacking","CALISTOGA ST AND W AVENUE P-12","PALMDALE",,"918-07506-2612","2612","07506","CA01900W9","PALMDALE","N"
18587779,"2018-05-23 11:00:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","200 HACIENDA BLVD","INDUSTRY","91744","918-06830-1414","1414","06830","CA0190014","INDUSTRY","N"
18587765,"2018-05-23 11:15:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","BEVERLY BLVD AND ROBERTSON BLVD","WEST HOLLYWOOD",,"918-03336-0972","0972","03336","CA0190009","WEST HOLLYWOOD","N"
18588101,"2018-05-23 12:00:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","1200 E COMPTON BLVD","COMPTON",,"918-07207-2824","2824","07207","CA0190042","COMPTON","N"
18587928,"2018-05-23 13:35:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","900 W AVENUE K","LANCASTER",,"918-10142-1125","1125","10142","CA0190024","LANCASTER","N"
18587936,"2018-05-23 13:50:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","1600 E FLORENCE AVE","LOS ANGELES","90001","918-07547-2172","2172","07547","CA01900V3","CENTURY","N"
18587966,"2018-05-23 14:00:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","18800 GRIDLEY RD","CERRITOS",,"918-02317-2311","2311","02317","CA01900R7","CERRITOS","N"
18587988,"2018-05-23 14:50:00","037","ROBBERY, WEAPON: Other","CALIFORNIA AVE AND BEECHWOOD AVE","LYNWOOD","90262","918-07549-2112","2112","07549","CA01900V3","CENTURY","N"
18588273,"2018-05-23 18:00:00","047","ROBBERY, STRONG-ARM: Other","SAN ANGELO AVE AND ARILLO ST","BASSETT","91746","918-06844-1462","1462","06844","CA0190014","INDUSTRY","N"
18588290,"2018-05-23 19:56:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","700 W SEPULVEDA BLVD","CARSON",,"918-05396-1623","1623","05396","CA0190016","CARSON","N"
18588329,"2018-05-23 20:35:00","031","ROBBERY, WEAPON: Highway, Etc.","1800 N VAN NESS AVE","COMPTON","90220","918-07222-2821","2821","07222","CA0190042","COMPTON","N"
18588474,"2018-05-24 00:30:00","031","ROBBERY, WEAPON: Highway, Etc.","FIRESTONE BLVD AND MARY AVE","LOS ANGELES","90001","918-07585-2174","2174","07585","CA01900V3","CENTURY","N"
18588496,"2018-05-24 00:42:00","031","ROBBERY, WEAPON: Highway, Etc.","77TH PL AND HOOPER AVE","LOS ANGELES","90001","918-07587-2172","2172","07587","CA01900V3","CENTURY","N"
18588516,"2018-05-24 01:45:00","047","ROBBERY, STRONG-ARM: Other","1300 E TUCKER ST","COMPTON",,"018-07233-2823","2823","07233","CA0190042","COMPTON","N"
18588533,"2018-05-24 02:40:00","048","ROBBERY, STRONG-ARM: Carjacking","2900 E PALMDALE BLVD","PALMDALE",,"918-07559-2608","2608","07559","CA01900W9","PALMDALE","N"
18597421,"2018-05-24 02:45:00","037","ROBBERY, WEAPON: Other","800 W OLDFIELD ST","LANCASTER",,"918-10793-1122","1122","10793","CA0190024","LANCASTER","N"
