"LURN_SAK","INCIDENT_DATE","STAT","STAT_DESC","STREET","CITY","ZIP","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
18588253,"2018-05-22 20:00:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","37200 CANNON RD","PALMDALE",,"918-07536-2607","2607","07536","CA01900W9","PALMDALE","N"
18589897,"2018-05-23 19:00:00","085","GRAND THEFT: Auto Parts And Accessories","18800 GRIDLEY RD","CERRITOS","90703","918-02342-2311","2311","02342","CA01900R7","CERRITOS","N"
18589786,"2018-05-24 02:15:00","085","GRAND THEFT: Auto Parts And Accessories","12800 CENTER COURT DR","CERRITOS",,"918-02340-2317","2317","02340","CA01900R7","CERRITOS","N"
18589357,"2018-05-24 13:05:04","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","200 N PEARL AVE","COMPTON",,"918-07253-2824","2824","07253","CA0190042","COMPTON","N"
18587306,"2018-05-22 20:30:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","9100 SANTA MONICA BLVD","WEST HOLLYWOOD",,"918-03324-0972","0972","03324","CA0190009","WEST HOLLYWOOD","N"
18587317,"2018-05-22 22:20:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","6000 PEPPERWOOD AVE","LAKEWOOD","90713","918-11583-1323","1323","11583","CA0190013","LAKEWOOD","N"
18587325,"2018-05-22 22:52:30","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","8600 WASHINGTON BLVD","PICO RIVERA","90660","918-03600-1520","1520","03600","CA0190015","PICO RIVERA","N"
18590887,"2018-05-22 23:50:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","9100 OAK ST","BELLFLOWER","90706","918-11810-1335","1335","11810","CA0190013","LAKEWOOD","N"
18589902,"2018-05-24 11:10:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","700 FOOTHILL BLVD","LA CANADA","91011","918-01007-1262","1262","01007","CA0190012","CRESCENTA VALLEY","N"
18588150,"2018-05-23 00:15:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","1200 GREENACRE AVE","WEST HOLLYWOOD","90046","918-03342-0973","0973","03342","CA0190009","WEST HOLLYWOOD","N"
18588331,"2018-05-23 18:30:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","4100 HARDWICK ST","LAKEWOOD","90712","918-11647-1320","1320","11647","CA0190013","LAKEWOOD","N"
18587365,"2018-05-23 01:09:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","8600 ALONDRA BLVD","PARAMOUNT",,"918-11589-1369","1369","11589","CA0190013","LAKEWOOD","N"
18587740,"2018-05-23 01:10:00","344","VEHICLE BURGLARY: Other Vehicle Burglary","1900 E TURMONT AVE","CARSON","90745","918-05376-1692","1692","05376","CA0190016","CARSON","N"
18588092,"2018-05-23 02:00:00","385","THEFT, PETTY: Auto Parts And Accessories","9500 MINES AVE","PICO RIVERA","90660","918-03643-1515","1515","03643","CA0190015","PICO RIVERA","N"
18588246,"2018-05-23 17:00:00","084","GRAND THEFT: From Unlocked Auto","9000 WASHINGTON BLVD","PICO RIVERA",,"918-03652-1520","1520","03652","CA0190015","PICO RIVERA","N"
18587538,"2018-05-23 02:30:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","1200 W 103RD ST","LOS ANGELES","90044","918-04003-0372","0372","04003","CA0190003","SOUTH LOS ANGELES","N"
18587540,"2018-05-23 03:10:30","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","8300 PIONEER BLVD","WHITTIER","90606","918-03615-1578","1578","03615","CA0190015","PICO RIVERA","N"
18587783,"2018-05-23 03:30:00","342","VEHICLE BURGLARY: Truck/Cargo Van Burglary","1400 E TURMONT ST","CARSON","90746","918-05378-1616","1616","05378","CA0190016","CARSON","N"
18587743,"2018-05-23 05:30:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","28100 W MINARET CT","CASTAIC",,"918-07033-0675","0675","07033","CA0190006","SANTA CLARITA VALLEY","N"
18588309,"2018-05-23 05:45:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","11500 BIRCH ST","LYNWOOD","90262","918-07573-2112","2112","07573","CA01900V3","CENTURY","N"
18587707,"2018-05-23 10:51:08","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","1300 W 127TH ST","LOS ANGELES","90044","918-04007-0378","0378","04007","CA0190003","SOUTH LOS ANGELES","N"
18589223,"2018-05-24 10:48:13","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","700 AZUSA WAY","LA PUENTE","91744","918-06861-1435","1435","06861","CA0190014","INDUSTRY","N"
18587934,"2018-05-23 11:30:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","27100 MCBEAN PKWY","VALENCIA","91355","918-07045-0644","0644","07045","CA0190006","SANTA CLARITA VALLEY","N"
18587508,"2018-05-23 12:00:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","1200 BONNIE BEACH PL","LOS ANGELES",,"918-07739-0272","0272","07739","CA0190002","EAST LOS ANGELES","N"
18589458,"2018-05-23 12:00:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","6500 DAMASK AVE","LOS ANGELES",,"918-01295-2766","2766","01295","CA0190065","MARINA DEL REY","N"
18589974,"2018-05-24 00:00:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","3700 HOMEWAY DR","LOS ANGELES",,"918-01301-2768","2768","01301","CA0190065","MARINA DEL REY","N"
18587890,"2018-05-23 12:26:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","12900 TOWNE CENTER DR","CERRITOS","90703","918-02314-2317","2317","02314","CA01900R7","CERRITOS","N"
18592926,"2018-05-23 14:00:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","4100 1/2 58TH ST","MAYWOOD","90270","918-07983-0250","0250","07983","CA0190002","EAST LOS ANGELES","N"
18587953,"2018-05-23 14:00:30","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","6000 CARSON ST","LAKEWOOD","90713","918-11626-1324","1324","11626","CA0190013","LAKEWOOD","N"
18588093,"2018-05-23 15:10:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","8900 WASHINGTON BLVD","PICO RIVERA","90660","918-03644-1513","1513","03644","CA0190015","PICO RIVERA","N"
18588287,"2018-05-23 15:15:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","7400 ATLANTIC AVE","CUDAHY",,"918-07775-0261","0261","07775","CA0190002","EAST LOS ANGELES","N"
18588036,"2018-05-23 15:25:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","3400 CEDAR AVE","LYNWOOD","90262","918-07552-2116","2116","07552","CA01900V3","CENTURY","N"
18588341,"2018-05-23 16:53:00","083","GRAND THEFT: Shoplifting (From Dept Store, Mkt Gas Sta)","100 LAKEWOOD CENTER MALL","LAKEWOOD","90712","918-11649-1329","1329","11649","CA0190013","LAKEWOOD","N"
18588224,"2018-05-23 18:32:35","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","17800 COLIMA RD","INDUSTRY","91744","918-06842-1416","1416","06842","CA0190014","INDUSTRY","N"
18591414,"2018-05-23 19:55:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","11100 FIRESTONE BLVD","NORWALK","90650","918-08124-0451","0451","08124","CA0190004","NORWALK","N"
18594216,"2018-05-23 21:00:00","385","THEFT, PETTY: Auto Parts And Accessories",,"SANTA CLARITA",,"918-07508-0611","0611","07508","CA0190006","SANTA CLARITA VALLEY","N"
18588630,"2018-05-23 21:30:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","6200 WHITEWOOD AVE","LAKEWOOD","90712","918-11672-1322","1322","11672","CA0190013","LAKEWOOD","N"
18588499,"2018-05-23 23:07:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","7200 SANTA MONICA BLVD","WEST HOLLYWOOD","90046","918-03347-0989","0989","03347","CA0190009","WEST HOLLYWOOD","N"
18588611,"2018-05-24 01:45:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","14400 MULBERRY DR","WHITTIER","90604","918-08006-0492","0492","08006","CA0190004","NORWALK","N"
18589231,"2018-05-24 04:00:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","300 E AVENUE S","PALMDALE",,"918-07569-2602","2602","07569","CA01900W9","PALMDALE","N"
18589614,"2018-05-24 05:07:30","342","VEHICLE BURGLARY: Truck/Cargo Van Burglary","3400 1/2 FLORAL DR","LOS ANGELES",,"918-07813-0275","0275","07813","CA0190002","EAST LOS ANGELES","N"
18588569,"2018-05-24 05:20:00","385","THEFT, PETTY: Auto Parts And Accessories","200 S GAGE AVE","LOS ANGELES",,"918-07793-0276","0276","07793","CA0190002","EAST LOS ANGELES","N"
18589199,"2018-05-24 05:46:00","385","THEFT, PETTY: Auto Parts And Accessories","29900 BOUQUET CANYON RD","SANTA CLARITA",,"918-07080-0669","0669","07080","CA0190006","SANTA CLARITA VALLEY","N"
18589467,"2018-05-24 11:00:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","800 N SAN VICENTE BLVD","WEST HOLLYWOOD",,"918-03359-0972","0972","03359","CA0190009","WEST HOLLYWOOD","N"
18589661,"2018-05-24 11:20:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","24600 S FIGUEROA ST","CARSON","90745","918-05426-1698","1698","05426","CA0190016","CARSON","N"
18589783,"2018-05-24 11:40:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","1700 W COVINA BLVD","SAN DIMAS","91773","918-02704-0814","0814","02704","CA0190008","SAN DIMAS","N"
18589448,"2018-05-24 12:21:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","49600 90TH ST W","LANCASTER",,"918-10230-1187","1187","10230","CA0190024","LANCASTER","N"
18589453,"2018-05-24 12:30:00","084","GRAND THEFT: From Unlocked Auto","800 DEL VALLE AVE","LA PUENTE","91744","918-06872-1432","1432","06872","CA0190014","INDUSTRY","N"
18589773,"2018-05-24 12:45:00","387","THEFT, PETTY: From Bldgs (Church, School, Restaurant)","1100 W CARSON ST","TORRANCE","90502","918-00943-8545","8545","00943","CA0190016","CARSON","N"
18589598,"2018-05-24 14:35:00","387","THEFT, PETTY: From Bldgs (Church, School, Restaurant)","400 W WASHINGTON BLVD AND JUNIPER HALL ST-112","LOS ANGELES","90015","918-00334-8735","8735","00334","CA01900R5","COMMUNITY COLLEGE BUREAU","N"
18589776,"2018-05-24 16:17:30","342","VEHICLE BURGLARY: Truck/Cargo Van Burglary","13900 VALLEY BLVD","BASSETT","91746","918-06893-1463","1463","06893","CA0190014","INDUSTRY","N"
18589744,"2018-05-24 16:22:30","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","900 N VERMONT AVE","LOS ANGELES","90029","918-00336-8712","8712","00336","CA01900R5","COMMUNITY COLLEGE BUREAU","N"
18589801,"2018-05-24 16:30:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","12800 TOWNE CENTER DR","CERRITOS","90703","918-02341-2317","2317","02341","CA01900R7","CERRITOS","N"
18589656,"2018-05-24 16:31:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","1100 W AVENUE K","LANCASTER",,"918-10262-1126","1126","10262","CA0190024","LANCASTER","N"
18590640,"2018-05-24 16:35:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","800 W AVENUE K-4","LANCASTER",,"918-10323-1124","1124","10323","CA0190024","LANCASTER","N"
18590535,"2018-05-24 16:39:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","13800 NELSON AVE","CITY OF INDUSTRY",,"918-06920-1414","1414","06920","CA0190014","INDUSTRY","N"
18597516,"2018-05-24 16:41:30","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","14100 ORIZABA AVE","PARAMOUNT","90723","918-12312-1365","1365","12312","CA0190013","LAKEWOOD","N"
18589810,"2018-05-24 16:47:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","7200 SANTA MONICA BLVD","WEST HOLLYWOOD","90046","918-03366-0989","0989","03366","CA0190009","WEST HOLLYWOOD","N"
18589657,"2018-05-24 17:06:08","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","12300 SANTA GERTRUDES AVE","LA MIRADA","90638","918-08033-0463","0463","08033","CA0190004","NORWALK","N"
18589727,"2018-05-24 17:30:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","23500 VALENCIA BLVD","VALENCIA","91355","918-07121-0644","0644","07121","CA0190006","SANTA CLARITA VALLEY","N"
18590775,"2018-05-24 17:45:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","21700 VALLEY BLVD","INDUSTRY","91748","918-06938-1419","1419","06938","CA0190014","INDUSTRY","N"
18589792,"2018-05-24 18:00:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","5000 WHITTIER BLVD","LOS ANGELES",,"918-07821-0294","0294","07821","CA0190002","EAST LOS ANGELES","N"
18590498,"2018-05-24 18:00:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","6000 SLAUSON AVE","COMMERCE",,"918-07845-0246","0246","07845","CA0190002","EAST LOS ANGELES","N"
18590389,"2018-05-24 18:30:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","14700 FONSECA AVE","LA MIRADA",,"918-08067-0464","0464","08067","CA0190004","NORWALK","N"
18589778,"2018-05-24 18:40:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","200 UNIVERSAL CITY PLZ","UNIVERSAL CITY","91608","918-03365-0980","0980","03365","CA0190009","WEST HOLLYWOOD","N"
18591412,"2018-05-24 19:00:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","300 W COMPTON ST","COMPTON","90220","918-00945-8862","8862","00945","CA0190042","COMPTON","N"
18590037,"2018-05-24 19:00:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","25900 HAWTHORNE BLVD","ROLLING HILLS ESTATES","90274","918-01951-1721","1721","01951","CA0190017","LOMITA","N"
18597632,"2018-05-24 19:30:00","083","GRAND THEFT: Shoplifting (From Dept Store, Mkt Gas Sta)","700 FOOTHILL BLVD","LA CANADA","91011","918-01080-1262","1262","01080","CA0190012","CRESCENTA VALLEY","N"
18589874,"2018-05-24 19:39:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","4800 COMMONS WAY","CALABASAS",,"918-03107-2245","2245","03107","CA0190022","MALIBU/LOST HILLS","N"
18589828,"2018-05-24 19:40:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","31600 AGOURA RD","WESTLAKE VILLAGE","91361","918-03103-2261","2261","03103","CA0190022","MALIBU/LOST HILLS","N"
18589944,"2018-05-24 19:45:00","341","VEHICLE BURGLARY: Attempt Auto/Passenger Van Burglary","1400 AVENIDA CESAR CHAVEZ","MONTEREY PARK","91754","918-00337-8722","8722","00337","CA01900R5","COMMUNITY COLLEGE BUREAU","N"
18589871,"2018-05-24 19:52:30","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","24100 CALABASAS RD","CALABASAS","91302","918-03106-2245","2245","03106","CA0190022","MALIBU/LOST HILLS","N"
18590256,"2018-05-24 20:00:00","385","THEFT, PETTY: Auto Parts And Accessories","27300 CROSSGLADE AVE","CANYON COUNTRY",,"918-07174-0612","0612","07174","CA0190006","SANTA CLARITA VALLEY","N"
18590049,"2018-05-24 20:00:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","26500 GOLDEN VALLEY RD","CANYON COUNTRY",,"918-07132-0616","0616","07132","CA0190006","SANTA CLARITA VALLEY","N"
18589919,"2018-05-24 20:27:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","8900 WHITTIER BLVD","PICO RIVERA","90660","918-03690-1513","1513","03690","CA0190015","PICO RIVERA","N"
18590310,"2018-05-24 21:26:04","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","42600 6TH ST E","LANCASTER",,"918-10300-1134","1134","10300","CA0190024","LANCASTER","N"
18590014,"2018-05-24 21:45:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","CRESCENT HEIGHTS BLVD AND SANTA MONICA BLVD","WEST HOLLYWOOD",,"918-03371-0975","0975","03371","CA0190009","WEST HOLLYWOOD","N"
18596129,"2018-05-24 22:00:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","10800 STATE ST","LYNWOOD","90262","918-07959-2111","2111","07959","CA01900V3","CENTURY","N"
18590207,"2018-05-24 22:30:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","1900 S DIAMOND BAR BLVD","DIAMOND BAR","91765","918-03334-2925","2925","03334","CA0190020","WALNUT","N"
18590227,"2018-05-24 23:00:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","22400 S AVALON BLVD","CARSON",,"918-05443-1624","1624","05443","CA0190016","CARSON","N"
18590711,"2018-05-24 23:22:30","087","GRAND THEFT: From Bldg(Churches, Schools, Restaurants, Offices, Etc)","19500 S LAUREL PARK RD","DOMINGUEZ",,"918-05456-1692","1692","05456","CA0190016","CARSON","N"
18590136,"2018-05-24 23:30:00","085","GRAND THEFT: Auto Parts And Accessories","4600 VINCENT AVE","COVINA","91722","918-02719-0869","0869","02719","CA0190008","SAN DIMAS","N"
18589904,"2018-05-24 23:36:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","AMAR RD AND ORANGE BLOSSOM","VALINDA",,"918-06902-1420","1420","06902","CA0190014","INDUSTRY","N"
18590156,"2018-05-25 00:00:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","21800 ARNOLD CENTER RD","CARSON","90745","918-05442-1621","1621","05442","CA0190016","CARSON","N"
18590171,"2018-05-25 00:10:00","084","GRAND THEFT: From Unlocked Auto","28200 BOBWHITE CIR","SANTA CLARITA",,"918-07138-0641","0641","07138","CA0190006","SANTA CLARITA VALLEY","N"
18596142,"2018-05-25 00:30:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","11000 OTIS ST","LYNWOOD","90262","918-07961-2112","2112","07961","CA01900V3","CENTURY","N"
18590038,"2018-05-25 00:30:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","2700 E NUGENT ST","LANCASTER",,"918-10289-1135","1135","10289","CA0190024","LANCASTER","N"
18590806,"2018-05-25 01:30:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","5200 FIDLER AVE","LAKEWOOD","90712","918-11802-1321","1321","11802","CA0190013","LAKEWOOD","N"
18590166,"2018-05-25 02:00:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","13900 ARTHUR AVE","PARAMOUNT","90723","918-11762-1365","1365","11762","CA0190013","LAKEWOOD","N"
18590175,"2018-05-25 02:00:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","200 W 4TH ST","SAN DIMAS","91773","918-02720-0812","0812","02720","CA0190008","SAN DIMAS","N"
18590983,"2018-05-25 02:15:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","23700 BAJADA DR","VALENCIA","91355","918-07331-0622","0622","07331","CA0190006","SANTA CLARITA VALLEY","N"
18590262,"2018-05-25 02:30:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","10300 ALONDRA BLVD","BELLFLOWER","90706","918-11770-1333","1333","11770","CA0190013","LAKEWOOD","N"
18590540,"2018-05-25 02:30:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","9600 PARK ST","BELLFLOWER","90706","918-11782-1334","1334","11782","CA0190013","LAKEWOOD","N"
18590096,"2018-05-25 02:35:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","200 TOWNE CENTER DR","COMPTON",,"918-07291-2842","2842","07291","CA0190042","COMPTON","N"
18590150,"2018-05-25 02:45:00","342","VEHICLE BURGLARY: Truck/Cargo Van Burglary","1900 S DIAMOND BAR BLVD","DIAMOND BAR","91765","918-03332-2925","2925","03332","CA0190020","WALNUT","N"
18593116,"2018-05-25 03:00:00","085","GRAND THEFT: Auto Parts And Accessories","23800 SKYCREST CIR","SAUGUS",,"918-07458-0642","0642","07458","CA0190006","SANTA CLARITA VALLEY","N"
18590691,"2018-05-25 03:00:30","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","5300 PEARCE AVE","LAKEWOOD","90712","918-11793-1320","1320","11793","CA0190013","LAKEWOOD","N"
18590752,"2018-05-25 03:23:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","2200 1/2 247TH ST","LOMITA","90717","918-01962-1711","1711","01962","CA0190017","LOMITA","N"
18590947,"2018-05-25 04:00:30","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","800 E COLORADO CIR","CARSON",,"918-05464-1618","1618","05464","CA0190016","CARSON","N"
18590595,"2018-05-25 04:37:30","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","8500 JACKSON ST","PARAMOUNT","90723","918-11789-1368","1368","11789","CA0190013","LAKEWOOD","N"
18590850,"2018-05-25 05:00:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","1700 S WASHINGTON AVE","COMPTON","90220","918-07318-2847","2847","07318","CA0190042","COMPTON","N"
18590958,"2018-05-25 05:30:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","19900 EMMETT RD","SANTA CLARITA","91351","918-07327-0617","0617","07327","CA0190006","SANTA CLARITA VALLEY","N"
18591062,"2018-05-25 07:30:00","385","THEFT, PETTY: Auto Parts And Accessories","12400 STUDEBAKER RD","WHITTIER",,"918-08098-0453","0453","08098","CA0190004","NORWALK","N"
18590193,"2018-05-25 08:30:00","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","43900 FALLON DR","LANCASTER",,"918-10295-1137","1137","10295","CA0190024","LANCASTER","N"
18590460,"2018-05-25 08:45:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","9300 WHITTIER BLVD","PICO RIVERA",,"918-03702-1514","1514","03702","CA0190015","PICO RIVERA","N"
18590742,"2018-05-25 09:04:30","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","2400 W AVENUE J","LANCASTER",,"918-10327-1127","1127","10327","CA0190024","LANCASTER","N"
18590485,"2018-05-25 10:05:00","385","THEFT, PETTY: Auto Parts And Accessories","2500 NEW AVE","ROSEMEAD","91770","918-06352-0532","0532","06352","CA0190005","TEMPLE","N"
18590503,"2018-05-25 10:07:30","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","BONSALL DR AND RAINSFORD PL","MALIBU","90265","918-03116-1012","1012","03116","CA0190022","MALIBU/LOST HILLS","N"
18590764,"2018-05-25 10:14:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","1700 AZUSA AVE","INDUSTRY","91748","918-06935-1416","1416","06935","CA0190014","INDUSTRY","N"
18590522,"2018-05-25 10:25:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","8800 WASHINGTON BLVD","PICO RIVERA","90660","918-03707-1520","1520","03707","CA0190015","PICO RIVERA","N"
18609427,"2018-05-25 10:30:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","3500 SOLSTICE CANYON RD","MALIBU","90265","918-03521-1014","1014","03521","CA0190022","MALIBU/LOST HILLS","N"
18600570,"2018-05-25 12:00:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","2600 W AVENUE K","LANCASTER",,"918-11079-1192","1192","11079","CA0190024","LANCASTER","N"
18590608,"2018-05-25 12:22:30","385","THEFT, PETTY: Auto Parts And Accessories","3700 ROSEMEAD BLVD","ROSEMEAD","91770","918-06356-0536","0536","06356","CA0190005","TEMPLE","N"
18592262,"2018-05-25 12:28:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","1800 S ALAMEDA ST","COMPTON","90220","918-07400-2842","2842","07400","CA0190042","COMPTON","N"
18590643,"2018-05-25 12:45:00","387","THEFT, PETTY: From Bldgs (Church, School, Restaurant)","5800 LINDERO CANYON RD","WESTLAKE VILLAGE","91362","918-03122-2262","2262","03122","CA0190022","MALIBU/LOST HILLS","N"
18596090,"2018-05-25 13:00:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","1100 W CRESSEY ST","COMPTON",,"918-07605-2812","2812","07605","CA0190042","COMPTON","N"
18592864,"2018-05-25 13:00:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","13200 ELIZABETH LAKE RD","LEONA VALLEY",,"918-07795-2645","2645","07795","CA01900W9","PALMDALE","N"
18591617,"2018-05-25 13:00:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","9500 TELEGRAPH RD","PICO RIVERA","90660","918-03731-1519","1519","03731","CA0190015","PICO RIVERA","N"
18590774,"2018-05-25 13:17:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","3800 NORMANDY DR","LA CANADA FLINTRIDGE","91011","918-01013-1264","1264","01013","CA0190012","CRESCENTA VALLEY","N"
18590842,"2018-05-25 13:30:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","43600 20TH ST W","LANCASTER",,"918-10335-1192","1192","10335","CA0190024","LANCASTER","N"
18590786,"2018-05-25 13:40:00","387","THEFT, PETTY: From Bldgs (Church, School, Restaurant)","40200 10TH ST W","PALMDALE",,"918-07657-2619","2619","07657","CA01900W9","PALMDALE","N"
18590766,"2018-05-25 13:50:00","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","1700 AZUSA AVE","INDUSTRY","91748","918-06936-1416","1416","06936","CA0190014","INDUSTRY","N"
18590688,"2018-05-25 14:30:00","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","7400 COMPTON AVE","LOS ANGELES","90001","918-07672-2172","2172","07672","CA01900V3","CENTURY","N"
18591358,"2018-05-25 14:52:30","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","5900 S MAIN ST","LOS ANGELES","90003","918-00944-8543","8543","00944","CA01900F4","COUNTY SERVICES BUR","N"
18590863,"2018-05-25 15:15:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","1200 E ROSECRANS AVE","COMPTON","90220","918-07320-2810","2810","07320","CA0190042","COMPTON","N"
18590734,"2018-05-25 15:20:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","15900 IMPERIAL HWY","LA MIRADA","90638","918-08078-0467","0467","08078","CA0190004","NORWALK","N"
18590740,"2018-05-25 15:32:30","386","THEFT, PETTY: Bicycles","900 N VERMONT AVE","LOS ANGELES","90029","918-00338-8712","8712","00338","CA01900R5","COMMUNITY COLLEGE BUREAU","N"
18590719,"2018-05-25 15:40:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","8900 ALONDRA BLVD","PARAMOUNT",,"918-11797-1369","1369","11797","CA0190013","LAKEWOOD","N"
18591007,"2018-05-25 15:45:00","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","CORRAL AND SOLSTICE CYN","MALIBU","90265","918-03127-1014","1014","03127","CA0190022","MALIBU/LOST HILLS","N"
18590749,"2018-05-25 15:55:00","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","2100 PACIFIC COAST HWY","LOMITA","90717","918-01961-1714","1714","01961","CA0190017","LOMITA","N"
